Hash,HashNeedThis,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,ProductClass,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,ColorwaySKU7,Size0,Size1,Size2,Size3,Size4,Size5,Size6,Size7,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,LineList,primaryImageURL,thumbURL,imageURL0,imageURL1,imageURL2,imageURL3,imageURL4,imageURL5,imageURL6,imageURL7,imageURL8,imageURL9,imageURL10
20029-00025,20029-00025,"Bike, Moto",SP23,ICON,Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Navy,TRUE,TRUE,20029-00025,20029-00025,20029-00026,20029-00027,20029-00028,20029-00029,,,,S,M,L,XL,2XL,,,,55,60,CN,"80% Cotton
20% Polyester",The pull-over hoodie feature a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket,"- Cotton/Polyester blend brushed-back fleece chassis
- Classic pull-over hood fit with kangaroo pouch pocket 
- Rib cuff and hem band finish
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=d0510bf4-6ea9-40ff-93ee-4c4baeedcc7c,https://fs.amplifi.io//file?id=d0510bf4-6ea9-40ff-93ee-4c4baeedcc7c&variant=thumb&extension=png,https://fs.amplifi.io//file?id=2cb1cf77-4ad1-4e02-bf33-8db24939f42a,https://fs.amplifi.io//file?id=1b2129d7-f7c6-4793-85ab-bb272aece6d0,https://fs.amplifi.io//file?id=ee0e5c64-9c63-4d4b-892a-9005d91b7614,https://fs.amplifi.io//file?id=d0510bf4-6ea9-40ff-93ee-4c4baeedcc7c,,,,,,,
20029-00030,20029-00030,"Bike, Moto",SP23,CLASSIC,Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Black,TRUE,TRUE,20029-00030,20029-00030,20029-00031,20029-00032,20029-00033,20029-00034,,,,S,M,L,XL,2XL,,,,55,60,CN,"80% Cotton
20% Polyester",The pull-over hoodie feature a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket,"- Cotton/Polyester blend brushed-back fleece chassis
- Classic pull-over hood fit with kangaroo pouch pocket 
- Rib cuff and hem band finish
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=64e65871-c251-4594-aa44-37125b6047e8,https://fs.amplifi.io//file?id=64e65871-c251-4594-aa44-37125b6047e8&variant=thumb&extension=png,https://fs.amplifi.io//file?id=64e65871-c251-4594-aa44-37125b6047e8,https://fs.amplifi.io//file?id=3941bab4-35cb-401f-888f-cad4a8fe5a40,,,,,,,,,
20030-00000,20030-00000,"Bike, Moto",SP23,ICON,Youth Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Black,TRUE,TRUE,20030-00000,20030-00000,20030-00001,20030-00002,20030-00003,,,,,S,M,L,XL,,,,,45,50,CN,"80% Cotton
20% Polyester",Pull-over hoodie feature a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit with kangaroo pouch pocket
- Rib cuff and hem band finish
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=ec7c4961-03ad-4fff-b45e-bae6d15e634e,https://fs.amplifi.io//file?id=ec7c4961-03ad-4fff-b45e-bae6d15e634e&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c2ddece0-69e8-4035-b573-ed35dd1568d1,https://fs.amplifi.io//file?id=3d29c401-96fd-4e49-927e-4d159ef4514b,https://fs.amplifi.io//file?id=40b6fac6-be60-4a11-b913-7312bc381773,https://fs.amplifi.io//file?id=ec7c4961-03ad-4fff-b45e-bae6d15e634e,,,,,,,
20030-00004,20030-00004,"Bike, Moto",SP23,ICON,Youth Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Heather Grey,TRUE,TRUE,20030-00004,20030-00004,20030-00005,20030-00006,20030-00007,,,,,S,M,L,XL,,,,,45,50,CN,"80% Cotton
20% Polyester",Pull-over hoodie feature a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit with kangaroo pouch pocket
- Rib cuff and hem band finish
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=e2159e31-5ef6-4122-9c2c-bef351710ed7,https://fs.amplifi.io//file?id=e2159e31-5ef6-4122-9c2c-bef351710ed7&variant=thumb&extension=png,https://fs.amplifi.io//file?id=e2159e31-5ef6-4122-9c2c-bef351710ed7,https://fs.amplifi.io//file?id=f3de9a50-d1b5-4666-ab8b-98557eb8b5b2,https://fs.amplifi.io//file?id=7638700e-2477-4f85-beda-208de27b07d8,https://fs.amplifi.io//file?id=1eb8a686-223b-4d3c-b117-954bbcedd95a,,,,,,,
20030-00008,20030-00008,"Bike, Moto",SP23,ICON,Youth Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Skyblue,TRUE,FALSE,20030-00008,20030-00008,20030-00009,20030-00010,20030-00011,,,,,S,M,L,XL,,,,,45,50,CN,"80% Cotton
20% Polyester",Pull-over hoodie feature a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit with kangaroo pouch pocket
- Rib cuff and hem band finish
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=c2a6b4d1-b696-4eb7-83e1-0138044a4aba,https://fs.amplifi.io//file?id=c2a6b4d1-b696-4eb7-83e1-0138044a4aba&variant=thumb&extension=png,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20031-00000,20031-00000,"Bike, Moto",SP23,ICON,Women's Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Black,TRUE,TRUE,20031-00000,20031-00000,20031-00001,20031-00002,20031-00003,,,,,S,M,L,XL,,,,,50,55,CN,"80% Cotton
20% Polyester","The pull-over hoodie features a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic hood, flat drawcord pulls.","- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit 
- Rib cuff and hem band finish
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=74699a70-3291-49e2-99ed-da758491addd,https://fs.amplifi.io//file?id=74699a70-3291-49e2-99ed-da758491addd&variant=thumb&extension=png,https://fs.amplifi.io//file?id=74699a70-3291-49e2-99ed-da758491addd,https://fs.amplifi.io//file?id=027c38ad-2530-4635-8666-71f1d590560d,,,,,,,,,
20031-00004,20031-00004,"Bike, Moto",SP23,ICON,Women's Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Heather Grey,TRUE,TRUE,20031-00004,20031-00004,20031-00005,20031-00006,20031-00007,,,,,S,M,L,XL,,,,,50,55,CN,"80% Cotton
20% Polyester","The pull-over hoodie features a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic hood, flat drawcord pulls.","- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit 
- Rib cuff and hem band finish
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=5114247f-5ae9-4b42-8135-4bdeb9ef11a1,https://fs.amplifi.io//file?id=5114247f-5ae9-4b42-8135-4bdeb9ef11a1&variant=thumb&extension=png,https://fs.amplifi.io//file?id=5114247f-5ae9-4b42-8135-4bdeb9ef11a1,https://fs.amplifi.io//file?id=7f8c6de4-bd5d-408f-8264-faf3b2003cf4,,,,,,,,,
20031-00008,20031-00008,"Bike, Moto",SP23,AVALANCHE,Women's Pullover Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Light Black,TRUE,FALSE,20031-00008,20031-00008,20031-00009,20031-00010,20031-00011,,,,,S,M,L,XL,,,,,55,60,CN,"80% Cotton
20% Polyester","The pull-over hoodie features a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic hood, flat drawcord pulls.","- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit 
- Rib cuff and hem band finish
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=bf856ba7-3a51-493f-8dfe-15e57bcee6dc,https://fs.amplifi.io//file?id=bf856ba7-3a51-493f-8dfe-15e57bcee6dc&variant=thumb&extension=png,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
20031-00012,20031-00012,"Bike, Moto",SP23,VARSITY,Women's Pullover Hoodie Fleece,Apparel,Soft Goods,FA22,"SP23, FA22",Fleece,Regular,,,Lilac,TRUE,FALSE,20031-00012,20031-00012,20031-00013,20031-00014,20031-00015,,,,,S,M,L,XL,,,,,55,60,CN,"80% Cotton
20% Polyester","The pull-over hoodie features a Cotton/Polyester brushed-back fleece. The soft rich fleece is perfect when the temperatures cool down. Classic hood, flat drawcord pulls.","- Cotton/Polyester blend brushed-back fleece chassis 
- Classic pull-over hood fit 
- Rib cuff and hem band finish
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Screen-printed chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",#N/A,#N/A,,,,,,,,,,,
20032-00000,20032-00000,"Bike, Moto",SP23,SYNDICATE,Zip Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Black,TRUE,TRUE,20032-00000,20032-00000,20032-00001,20032-00002,20032-00003,20032-00004,,,,S,M,L,XL,2XL,,,,80,85,CN,"55% Cotton
45% Polyester",Full zip hoodie features a Cotton/Polyester brushedback fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket and flat lace draw cords. Score easy style points with embroidered logos and custom trim package.,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic zipper front hood fit with front pockets
- Soft jersey hood lining
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Embroidered chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=84bc68b6-15d4-4b6b-9af9-1d14c34510e5,https://fs.amplifi.io//file?id=84bc68b6-15d4-4b6b-9af9-1d14c34510e5&variant=thumb&extension=png,https://fs.amplifi.io//file?id=8fcdc758-18b7-4c2d-902b-89c55e44eb11,https://fs.amplifi.io//file?id=84bc68b6-15d4-4b6b-9af9-1d14c34510e5,,,,,,,,,
20032-00005,20032-00005,"Bike, Moto",SP23,SYNDICATE,Zip Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Camo,TRUE,TRUE,20032-00005,20032-00005,20032-00006,20032-00007,20032-00008,20032-00009,,,,S,M,L,XL,2XL,,,,80,85,CN,"55% Cotton
45% Polyester",Full zip hoodie features a Cotton/Polyester brushedback fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket and flat lace draw cords. Score easy style points with embroidered logos and custom trim package.,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic zipper front hood fit with front pockets
- Soft jersey hood lining
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Embroidered chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=80dbcf94-30b3-42a4-831b-adf6c76e391f,https://fs.amplifi.io//file?id=80dbcf94-30b3-42a4-831b-adf6c76e391f&variant=thumb&extension=png,https://fs.amplifi.io//file?id=c74c8988-656d-40df-8b8d-4bd79fa3d941,https://fs.amplifi.io//file?id=94010d35-292e-4b63-bd75-74b68009e3f4,https://fs.amplifi.io//file?id=80dbcf94-30b3-42a4-831b-adf6c76e391f,https://fs.amplifi.io//file?id=15abe218-ccaf-4f9a-ab62-276e4b17cd60,https://fs.amplifi.io//file?id=bf4066d6-e5eb-4eea-8580-c6e6f4d0f7e9,https://fs.amplifi.io//file?id=581de1ca-18a9-4e95-b733-614b25823129,https://fs.amplifi.io//file?id=add3797c-509e-48e4-a6a2-5a34d78e7ba0,https://fs.amplifi.io//file?id=c2e6549f-7180-461d-9501-58815ea481d0,,,
20032-00010,20032-00010,"Bike, Moto",SP23,OFFICIAL,Zip Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Black,TRUE,TRUE,20032-00010,20032-00010,20032-00011,20032-00012,20032-00013,20032-00014,,,,S,M,L,XL,2XL,,,,70,75,CN,"55% Cotton
45% Polyester",Full zip hoodie features a Cotton/Polyester brushedback fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket and flat lace draw cords. Score easy style points with embroidered logos and custom trim package.,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic zipper front hood fit with front pockets
- Soft jersey hood lining
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Embroidered chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=e9f11d1c-0fd5-46ba-8bc3-fb3e7ee945aa,https://fs.amplifi.io//file?id=e9f11d1c-0fd5-46ba-8bc3-fb3e7ee945aa&variant=thumb&extension=png,https://fs.amplifi.io//file?id=e9f11d1c-0fd5-46ba-8bc3-fb3e7ee945aa,https://fs.amplifi.io//file?id=207191ee-4ffd-4565-8b65-c8daf2f288c2,,,,,,,,,
20032-00015,20032-00015,"Bike, Moto",SP23,OFFICIAL,Zip Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Red,TRUE,TRUE,20032-00015,20032-00015,20032-00016,20032-00017,20032-00018,20032-00019,,,,S,M,L,XL,2XL,,,,70,75,CN,"55% Cotton
45% Polyester",Full zip hoodie features a Cotton/Polyester brushedback fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket and flat lace draw cords. Score easy style points with embroidered logos and custom trim package.,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic zipper front hood fit with front pockets
- Soft jersey hood lining
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Embroidered chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=409f29f3-8532-4db9-9163-90ad908b8c45,https://fs.amplifi.io//file?id=409f29f3-8532-4db9-9163-90ad908b8c45&variant=thumb&extension=png,https://fs.amplifi.io//file?id=9ccd3e97-d7be-41f8-b322-4f3fa5039c04,https://fs.amplifi.io//file?id=27ee517d-e0b1-4f46-8d41-601a57554cca,https://fs.amplifi.io//file?id=62a66570-e442-4fb6-a55a-d034db7e29ca,https://fs.amplifi.io//file?id=409f29f3-8532-4db9-9163-90ad908b8c45,https://fs.amplifi.io//file?id=725e6c00-508d-45ea-9003-5a839c517238,https://fs.amplifi.io//file?id=6a256c55-c64f-48a7-b32f-42febac80d39,,,,,
20032-00020,20032-00020,"Bike, Moto",SP23,OFFICIAL,Zip Hoodie Fleece,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Royal,TRUE,TRUE,20032-00020,20032-00020,20032-00021,20032-00022,20032-00023,20032-00024,,,,S,M,L,XL,2XL,,,,70,75,CN,"55% Cotton
45% Polyester",Full zip hoodie features a Cotton/Polyester brushedback fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket and flat lace draw cords. Score easy style points with embroidered logos and custom trim package.,"- Cotton/Polyester blend brushed-back fleece chassis 
- Classic zipper front hood fit with front pockets
- Soft jersey hood lining
- Hood draw cord closure
- Laser cut woven label detail at wearer's left side seam
- Embroidered chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=202c7631-aeda-4a65-a01d-ec66d318e55d,https://fs.amplifi.io//file?id=202c7631-aeda-4a65-a01d-ec66d318e55d&variant=thumb&extension=png,https://fs.amplifi.io//file?id=5c308c41-55aa-47da-bbea-331ac0ae9425,https://fs.amplifi.io//file?id=476994c6-71b9-4166-b88d-0ddbae368b2a,https://fs.amplifi.io//file?id=f1daa1ef-40b6-4974-8994-07ca784b7944,https://fs.amplifi.io//file?id=96fca948-1cee-41e6-96e2-b21f78d74eb0,https://fs.amplifi.io//file?id=d7b5e05e-eb58-4128-9b08-5d8e0af33d6c,https://fs.amplifi.io//file?id=f76bb5d2-5dac-4382-984b-c52c1d17fb1d,https://fs.amplifi.io//file?id=202c7631-aeda-4a65-a01d-ec66d318e55d,https://fs.amplifi.io//file?id=0c424e62-958b-4415-aa10-9a630637e7a4,,,
20033-00000,20033-00000,"Bike, Moto",SP23,OFFICIAL,Youth Zip Hoodie Fleece 280g,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Regular,,,Black,TRUE,TRUE,20033-00000,20033-00000,20033-00001,20033-00002,20033-00003,,,,,S,M,L,XL,,,,,55,60,CN,"80% Cotton
20% Polyester",Long sleeve full zip hoodie features a Cotton/Polyester brushedback fleece. The soft rich fleece is perfect when the temperatures cool down. Classic kangaroo pocket. Score easy style points with embroidered logos and custom trim package.,"- Mid-weight brushed-back fleece
- Classic zipper front hood fit with front kangaroo pouch pocket
- Soft jersey hood lining
- Laser cut woven label detail at wearer's left side seam
- Embroidered chest logo","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=9497df73-8ac5-49a3-84a8-7a098df66780,https://fs.amplifi.io//file?id=9497df73-8ac5-49a3-84a8-7a098df66780&variant=thumb&extension=png,https://fs.amplifi.io//file?id=59f973d8-85d9-44e9-96ce-d89b3ea52a54,https://fs.amplifi.io//file?id=708d093a-60a9-45c8-86f5-2479f926b028,https://fs.amplifi.io//file?id=9497df73-8ac5-49a3-84a8-7a098df66780,https://fs.amplifi.io//file?id=0525a920-100a-401f-960b-6f320d302eeb,,,,,,,
20037-00000,20037-00000,"Bike, Moto",SP23,VICEROY,Tech Zip Hoodie,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Fleece,Tech,,,Black,TRUE,TRUE,20037-00000,20037-00000,20037-00001,20037-00002,20037-00003,,,,,S,M,L,XL,,,,,85,90,CN,"85% Polyester
15% Cotton","Full zip hoodie features a Polyester/Cotton moisture-wicking interlock fleece. This tech fleece blends functionality with stylish design, sure to be your new favorite hoodie. A custom athletic-cut with zippered pockets keeps your essentials in place. Score easy style points with custom heat transfer branding and custom trim package.",#NAME?,"2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=5049a0da-fb3f-4e7c-a7e9-1782a53e2c24,https://fs.amplifi.io//file?id=5049a0da-fb3f-4e7c-a7e9-1782a53e2c24&variant=thumb&extension=png,https://fs.amplifi.io//file?id=3c14395a-3479-4b31-8217-7a42162f73e7,https://fs.amplifi.io//file?id=85410fbd-fe66-475a-9bb1-5cdb17f2f9c7,https://fs.amplifi.io//file?id=d5791b30-e785-404a-9245-837613b42ad0,https://fs.amplifi.io//file?id=5049a0da-fb3f-4e7c-a7e9-1782a53e2c24,,,,,,,
20038-00000,20038-00000,"Bike, Moto",SP23,TEMPUS,Jacket,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Jackets,Water Resistant,,,Black,TRUE,TRUE,20038-00000,20038-00000,20038-00001,20038-00002,20038-00003,,,,,S,M,L,XL,,,,,70,75,CN,100% Nylon,This Nylon Hooded Jacket features a water-resistant Nylon fabric with logo snap front closure. Classic styling and low-key branding make this a timeless style jacket. Get outside and enjoy!,"- Nylon 330D with interior PU waterproof coating
- Water-resistant DWR coated fabric
- Contrast sublimated open hole Polyester mesh lining
- Draw cord closure at hood and bottom opening
- TPR chest logo patch and embroidered sleeve logo
- Custom logo snaps and eyelets
- Welt body pockets
- Standard fit","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=d097824b-ae8d-4d09-b22b-3e4686b35432,https://fs.amplifi.io//file?id=d097824b-ae8d-4d09-b22b-3e4686b35432&variant=thumb&extension=png,https://fs.amplifi.io//file?id=d097824b-ae8d-4d09-b22b-3e4686b35432,https://fs.amplifi.io//file?id=06a46cff-c1c7-4ecd-8f9c-1850f6c14089,,,,,,,,,
20040-00000,20040-00000,"Bike, Moto",SP23,TORRENT,Rain Jacket,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Jackets,Waterproof,,,Black,TRUE,TRUE,20040-00000,20040-00000,20040-00001,20040-00002,20040-00003,20040-00004,,,,S,M,L,XL,2XL,,,,29.5,34.5,CN,100% Ethylene Vinyl Acetate (EVA),"Stay dry with our TORRENT rain coat. Made of 100% EVA fabric is ideal for when it's really coming down. Features screenprinted branding, snap closures, welded pockets and Extra long 3/4 length helps keep you dry in the wettest conditions.","- EVA Rain Jacket
- Welded body pocket and pocket flaps
- Cape back vent with snap for increased breathability
- Adjustable hood with drawcord
- Front placket with snap buttons
- Adjustable cuffs with snap closures
- Long 3/4 length jacket for coverage","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=0d6d0ad7-5e8b-46cd-8d43-6f608c2341b6,https://fs.amplifi.io//file?id=0d6d0ad7-5e8b-46cd-8d43-6f608c2341b6&variant=thumb&extension=png,https://fs.amplifi.io//file?id=0d6d0ad7-5e8b-46cd-8d43-6f608c2341b6,https://fs.amplifi.io//file?id=2302f8ef-113c-4f25-b5e0-618f500bfbec,,,,,,,,,
20040-00005,20040-00005,"Bike, Moto",SP23,TORRENT,Rain Jacket,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Jackets,Waterproof,,,Black/Red,TRUE,TRUE,20040-00005,20040-00005,20040-00006,20040-00007,20040-00008,20040-00009,,,,S,M,L,XL,2XL,,,,29.5,34.5,CN,100% Ethylene Vinyl Acetate (EVA),"Stay dry with our TORRENT rain coat. Made of 100% EVA fabric is ideal for when it's really coming down. Features screenprinted branding, snap closures, welded pockets and Extra long 3/4 length helps keep you dry in the wettest conditions.","- EVA Rain Jacket
- Welded body pocket and pocket flaps
- Cape back vent with snap for increased breathability
- Adjustable hood with drawcord
- Front placket with snap buttons
- Adjustable cuffs with snap closures
- Long 3/4 length jacket for coverage","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=1d41098d-7bcf-4cbf-bfb0-123f2cb7fd7c,https://fs.amplifi.io//file?id=1d41098d-7bcf-4cbf-bfb0-123f2cb7fd7c&variant=thumb&extension=png,https://fs.amplifi.io//file?id=b032625a-6a26-435a-aae9-afa129b2a7f8,https://fs.amplifi.io//file?id=1d41098d-7bcf-4cbf-bfb0-123f2cb7fd7c,,,,,,,,,
20040-00010,20040-00010,"Bike, Moto",SP23,TORRENT,Rain Jacket,Apparel,Soft Goods,SP22,"SP23, FA22, SP22",Jackets,Waterproof,,,Clear,TRUE,TRUE,20040-00010,20040-00010,20040-00011,20040-00012,20040-00013,20040-00014,,,,S,M,L,XL,2XL,,,,29.5,34.5,CN,100% Ethylene Vinyl Acetate (EVA),"Stay dry with our TORRENT rain coat. Made of 100% EVA fabric is ideal for when it's really coming down. Features screenprinted branding, snap closures, welded pockets and Extra long 3/4 length helps keep you dry in the wettest conditions.","- EVA Rain Jacket
- Welded body pocket and pocket flaps
- Cape back vent with snap for increased breathability
- Adjustable hood with drawcord
- Front placket with snap buttons
- Adjustable cuffs with snap closures
- Long 3/4 length jacket for coverage","2W Distributor Bike, 2W Distributor - Moto, 2W Distributor, H2, International - Bike, International - Moto, International - AS, International, International - New, Mecanic Sport, Moto Dealers, Motonet, Pierce AB, Retail, TREK",https://fs.amplifi.io//file?id=9429654d-8afc-45e3-99b0-4335c657ee04,https://fs.amplifi.io//file?id=9429654d-8afc-45e3-99b0-4335c657ee04&variant=thumb&extension=png,https://fs.amplifi.io//file?id=9429654d-8afc-45e3-99b0-4335c657ee04,https://fs.amplifi.io//file?id=8d96f12d-34e1-48e3-8d96-e63d73364ac0,,,,,,,,,
