Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,ProductDepartment,LaunchSeason,SeasonsCarried,ProductType,ProductSubtype,ProductDetails,YouthWomen,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
50005-00008,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,SP22,Goggle System,Mirror,,,Harmony,#N/A,FALSE,50005-00008,50005-00008,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=87ed02c3-b11c-4acc-9504-c9a5cde38624,https://fs.amplifi.io//file?id=87ed02c3-b11c-4acc-9504-c9a5cde38624&variant=thumb&extension=png
50005-00009,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,SP22,Goggle System,Mirror,,,Oversized Deep Red,#N/A,FALSE,50005-00009,50005-00009,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=45dc953f-c23f-4b10-8ecb-40c3233981c0,https://fs.amplifi.io//file?id=45dc953f-c23f-4b10-8ecb-40c3233981c0&variant=thumb&extension=png
50005-00010,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,SP22,Goggle System,Mirror,,,Oversized Sky,#N/A,FALSE,50005-00010,50005-00010,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=4a933c0e-14e6-41e9-992a-81164c3f67fa,https://fs.amplifi.io//file?id=4a933c0e-14e6-41e9-992a-81164c3f67fa&variant=thumb&extension=png
50005-00011,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,SP22,Goggle System,Mirror,,,Rockchuck,#N/A,FALSE,50005-00011,50005-00011,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=7192e8d2-d49f-49c9-8768-cc8a451d4a3e,https://fs.amplifi.io//file?id=7192e8d2-d49f-49c9-8768-cc8a451d4a3e&variant=thumb&extension=png
50005-00012,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,,CW2,#N/A,FALSE,50005-00012,50005-00012,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=028e2b0d-5c0e-4772-9af7-82e342e108f9,https://fs.amplifi.io//file?id=028e2b0d-5c0e-4772-9af7-82e342e108f9&variant=thumb&extension=png
50005-00013,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,,Koropi,#N/A,FALSE,50005-00013,50005-00013,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=0336e1bf-c46a-4d1f-af48-c877376a8096,https://fs.amplifi.io//file?id=0336e1bf-c46a-4d1f-af48-c877376a8096&variant=thumb&extension=png
50005-00014,"Bike, Moto",#N/A,ARMEGA,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mirror,,,Tzar,#N/A,FALSE,50005-00014,50005-00014,,,,,,,,,,,,,,100,115,CN,"33.54% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
18.28% Polycarbonate (PC)
17.18% Polyamide Nylon
15.44% Polycarbonate (PC)
5.24% Polyester
5.11% Elastane
4.35% Polyester/Polyether/Fleece
0.51% Ethylene Propylene Diene Monomer (EPDM)
0.36% Aluminum",The ARMEGA Goggle. Offering unparalleled dominance for the modern racer: bringing ULTRA HD lens clarity to motocross. Experience definition and subtlety never before viewed through the lens of a goggle. Add to that our proprietary HiPER contrast-enhancing lens technology and you'll feel the depth of terrain as you're commanding past it. This premium technology is injection-molded into a shatterproof lens that boasts an enhanced field of vision and impact protection. The 6-point locking-tab integration secures the lens and works in unison with a quick-change system enabling you to switch between lenses with a couple of simple clicks. Want a goggle designed to give it 100% deep in the battlegrounds of motocross? Look no further than the ARMEGA,"- Category defining ULTRA HD lens provides unmatched optical clarity
- Quick-release system offers simple lens changing capability
- 6-point locking tabs integrate with quick-change system maximizing lens retention
- Injection-molded 2mm impact-rated, shatter-resistant lens
- Bonded, dual-injection frame construction maximizes strength and durability
- Force air intake ports increase circulation and maximize humidity evacuation
- Contouring compression seal technology to keep goggles in place
- Next generation sweat collection management and drainage system
- Perforated triple-layer face foam manages sweat and increases ventilation
- Ultra-wide 48mm strap with thick silicon bead for maximum grip
- Removable nose guard for extra deflection against roost and debris",https://fs.amplifi.io//file?id=9a7b8870-a1b7-4c09-81ef-180a5531c0ac,https://fs.amplifi.io//file?id=9a7b8870-a1b7-4c09-81ef-180a5531c0ac&variant=thumb&extension=png
50006-00001,"Bike, Moto",2023 - Spring,ARMEGA FORECAST,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mud,,Unisex,Black,TRUE,TRUE,50006-00001,50006-00001,,,,,,,,,,,,,,130,145,CN,"36.97% Polycarbonate (PC)
21.02% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
10.82% Polyamide Nylon
12.02% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.22% Polyethylene Terephthalate (PET)
3.28% Polyester
3.2% Elastane
2.72% Polyester/Polyether/Fleece
1.64% Polyoxymethylene (POM)
0.72% Polyethylene Terephthalate (PET) /Very High Bonding (VHB)
0.58% Thermoplastic Elastomer (TPE)
0.32% Ethylene Propylene Diene Monomer (EPDM)
0.22% Aluminum
0.12% Stainless Steel
0.09% Fiber
0.04% Brass",The revolutionary Armega ForeCast is a complete mud system comprised of precision engineering that operates seamlessly in the worst conditions.,"- 50mm Ultra-Wide Film – Provides the maximum vertical field of view
- Transparent Mud Visor – Prevents seepage behind the film
- Multiple Canister Scrapers – Clean the film to reduce mud consumption
- Translucent Rear Canisters – Provide easy viewing of remaining film
- Smooth action Film Puller – Provides a rapid cleaning of the entire field of view
- Overspin Limiter – Keeps film taut at all times to resist turbulent wind release
- Utilizes the proven Armega rapid lens changing and locking system
- Includes the ForeCast Shield – Increases film retention during severe conditions
- Supports multiple Tear-Off options – Such as leak-resistant laminated tear-offs (sold separately)",https://fs.amplifi.io//file?id=3fd0119e-be33-49bb-89ce-3a5ace7f68a3,https://fs.amplifi.io//file?id=3fd0119e-be33-49bb-89ce-3a5ace7f68a3&variant=thumb&extension=png
50006-00002,"Bike, Moto",2023 - Spring,ARMEGA FORECAST,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Mud,,Unisex,Nuclear Citrus,TRUE,TRUE,50006-00002,50006-00002,,,,,,,,,,,,,,130,145,CN,"36.97% Polycarbonate (PC)
21.02% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
10.82% Polyamide Nylon
12.02% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.22% Polyethylene Terephthalate (PET)
3.28% Polyester
3.2% Elastane
2.72% Polyester/Polyether/Fleece
1.64% Polyoxymethylene (POM)
0.72% Polyethylene Terephthalate (PET) /Very High Bonding (VHB)
0.58% Thermoplastic Elastomer (TPE)
0.32% Ethylene Propylene Diene Monomer (EPDM)
0.22% Aluminum
0.12% Stainless Steel
0.09% Fiber
0.04% Brass",The revolutionary Armega ForeCast is a complete mud system comprised of precision engineering that operates seamlessly in the worst conditions.,"- 50mm Ultra-Wide Film – Provides the maximum vertical field of view
- Transparent Mud Visor – Prevents seepage behind the film
- Multiple Canister Scrapers – Clean the film to reduce mud consumption
- Translucent Rear Canisters – Provide easy viewing of remaining film
- Smooth action Film Puller – Provides a rapid cleaning of the entire field of view
- Overspin Limiter – Keeps film taut at all times to resist turbulent wind release
- Utilizes the proven Armega rapid lens changing and locking system
- Includes the ForeCast Shield – Increases film retention during severe conditions
- Supports multiple Tear-Off options – Such as leak-resistant laminated tear-offs (sold separately)",https://fs.amplifi.io//file?id=f4748005-fc2f-485b-a44a-deb3ab6fed28,https://fs.amplifi.io//file?id=f4748005-fc2f-485b-a44a-deb3ab6fed28&variant=thumb&extension=png
50007-00001,Snowmobile,2023 - Spring,ARMEGA SNOWMOBILE,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Black,TRUE,TRUE,50007-00001,50007-00001,,,,,,,,,,,,,,100,100,CN,"30.83% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
20.47% Polycarbonate (PC)
15.79% Polyamide Nylon
11.04% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.16% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
5.4% Polyester/Polyether/Fleece
4.82% Polyester
4.7% Elastane
0.47% Ethylene Propylene Diene Monomer (EPDM)
0.33% Aluminum",Introducing a snowmobile goggle that ups the ante. The ARMEGA Snowmobile Goggle combines the pinnacle of vision technology with enhanced features to meet the most demanding conditions. The ARMEGA offers peak performance and comfort that stands up against anything Mother Nature throws at you.  Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid lens changing system and effortlessly swap 100% UltraHD® lenses in a matter of seconds.  The oversized face foam creates an impenetrable layer against your skin keeping you warm in the most frigid conditions.    The ARMEGA Snowmobile Goggle.  See More Of What Matters.,"- Injection-molded, high impact resistant, Ultra HD optically correct lens with integrated 6-point locking tabs for maximum retention
- Full contour lens gasket for a maximum seal against moisture and debris 
- Dual push to lock and lift to release security latches for maximum lens security
- Cutting edge fully bonded dual injection frame for maximum strength and durability
- Ultra-wide 48mm strap with thick silicon beads for maximum helmet grip
- Enlarged face foam with molded characteristics for superior ergonomics and sealing
- Plush triple-layer face foam for maximum comfort
- Next-generation sweat collection management and drainage system
- Hi-flow air intake ports with distribution up and around face foam that aids in superior humidity evacuation
- Optional nose guard for extra protection against snow and debris",,
50007-00002,Snowmobile,2023 - Spring,ARMEGA SNOWMOBILE,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Lightsaber,TRUE,TRUE,50007-00002,50007-00002,,,,,,,,,,,,,,100,100,CN,"30.83% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
20.47% Polycarbonate (PC)
15.79% Polyamide Nylon
11.04% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.16% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
5.4% Polyester/Polyether/Fleece
4.82% Polyester
4.7% Elastane
0.47% Ethylene Propylene Diene Monomer (EPDM)
0.33% Aluminum",Introducing a snowmobile goggle that ups the ante. The ARMEGA Snowmobile Goggle combines the pinnacle of vision technology with enhanced features to meet the most demanding conditions. The ARMEGA offers peak performance and comfort that stands up against anything Mother Nature throws at you.  Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid lens changing system and effortlessly swap 100% UltraHD® lenses in a matter of seconds.  The oversized face foam creates an impenetrable layer against your skin keeping you warm in the most frigid conditions.    The ARMEGA Snowmobile Goggle.  See More Of What Matters.,"- Injection-molded, high impact resistant, Ultra HD optically correct lens with integrated 6-point locking tabs for maximum retention
- Full contour lens gasket for a maximum seal against moisture and debris 
- Dual push to lock and lift to release security latches for maximum lens security
- Cutting edge fully bonded dual injection frame for maximum strength and durability
- Ultra-wide 48mm strap with thick silicon beads for maximum helmet grip
- Enlarged face foam with molded characteristics for superior ergonomics and sealing
- Plush triple-layer face foam for maximum comfort
- Next-generation sweat collection management and drainage system
- Hi-flow air intake ports with distribution up and around face foam that aids in superior humidity evacuation
- Optional nose guard for extra protection against snow and debris",,
50007-00003,Snowmobile,2023 - Spring,ARMEGA SNOWMOBILE,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Nuclear Citrus,TRUE,TRUE,50007-00003,50007-00003,,,,,,,,,,,,,,100,100,CN,"30.83% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
20.47% Polycarbonate (PC)
15.79% Polyamide Nylon
11.04% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.16% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
5.4% Polyester/Polyether/Fleece
4.82% Polyester
4.7% Elastane
0.47% Ethylene Propylene Diene Monomer (EPDM)
0.33% Aluminum",Introducing a snowmobile goggle that ups the ante. The ARMEGA Snowmobile Goggle combines the pinnacle of vision technology with enhanced features to meet the most demanding conditions. The ARMEGA offers peak performance and comfort that stands up against anything Mother Nature throws at you.  Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid lens changing system and effortlessly swap 100% UltraHD® lenses in a matter of seconds.  The oversized face foam creates an impenetrable layer against your skin keeping you warm in the most frigid conditions.    The ARMEGA Snowmobile Goggle.  See More Of What Matters.,"- Injection-molded, high impact resistant, Ultra HD optically correct lens with integrated 6-point locking tabs for maximum retention
- Full contour lens gasket for a maximum seal against moisture and debris 
- Dual push to lock and lift to release security latches for maximum lens security
- Cutting edge fully bonded dual injection frame for maximum strength and durability
- Ultra-wide 48mm strap with thick silicon beads for maximum helmet grip
- Enlarged face foam with molded characteristics for superior ergonomics and sealing
- Plush triple-layer face foam for maximum comfort
- Next-generation sweat collection management and drainage system
- Hi-flow air intake ports with distribution up and around face foam that aids in superior humidity evacuation
- Optional nose guard for extra protection against snow and debris",,
50007-00004,Snowmobile,2023 - Spring,ARMEGA SNOWMOBILE,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,Unisex,Royal,TRUE,TRUE,50007-00004,50007-00004,,,,,,,,,,,,,,100,100,CN,"30.83% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
20.47% Polycarbonate (PC)
15.79% Polyamide Nylon
11.04% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.16% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
5.4% Polyester/Polyether/Fleece
4.82% Polyester
4.7% Elastane
0.47% Ethylene Propylene Diene Monomer (EPDM)
0.33% Aluminum",Introducing a snowmobile goggle that ups the ante. The ARMEGA Snowmobile Goggle combines the pinnacle of vision technology with enhanced features to meet the most demanding conditions. The ARMEGA offers peak performance and comfort that stands up against anything Mother Nature throws at you.  Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid lens changing system and effortlessly swap 100% UltraHD® lenses in a matter of seconds.  The oversized face foam creates an impenetrable layer against your skin keeping you warm in the most frigid conditions.    The ARMEGA Snowmobile Goggle.  See More Of What Matters.,"- Injection-molded, high impact resistant, Ultra HD optically correct lens with integrated 6-point locking tabs for maximum retention
- Full contour lens gasket for a maximum seal against moisture and debris 
- Dual push to lock and lift to release security latches for maximum lens security
- Cutting edge fully bonded dual injection frame for maximum strength and durability
- Ultra-wide 48mm strap with thick silicon beads for maximum helmet grip
- Enlarged face foam with molded characteristics for superior ergonomics and sealing
- Plush triple-layer face foam for maximum comfort
- Next-generation sweat collection management and drainage system
- Hi-flow air intake ports with distribution up and around face foam that aids in superior humidity evacuation
- Optional nose guard for extra protection against snow and debris",,
50007-00005,Snowmobile,#N/A,ARMEGA SNOWMOBILE,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,,Complex,#N/A,FALSE,50007-00005,50007-00005,,,,,,,,,,,,,,100,100,CN,"30.83% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
20.47% Polycarbonate (PC)
15.79% Polyamide Nylon
11.04% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.16% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
5.4% Polyester/Polyether/Fleece
4.82% Polyester
4.7% Elastane
0.47% Ethylene Propylene Diene Monomer (EPDM)
0.33% Aluminum",Introducing a snowmobile goggle that ups the ante. The ARMEGA Snowmobile Goggle combines the pinnacle of vision technology with enhanced features to meet the most demanding conditions. The ARMEGA offers peak performance and comfort that stands up against anything Mother Nature throws at you.  Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid lens changing system and effortlessly swap 100% UltraHD® lenses in a matter of seconds.  The oversized face foam creates an impenetrable layer against your skin keeping you warm in the most frigid conditions.    The ARMEGA Snowmobile Goggle.  See More Of What Matters.,"- Injection-molded, high impact resistant, Ultra HD optically correct lens with integrated 6-point locking tabs for maximum retention
- Full contour lens gasket for a maximum seal against moisture and debris 
- Dual push to lock and lift to release security latches for maximum lens security
- Cutting edge fully bonded dual injection frame for maximum strength and durability
- Ultra-wide 48mm strap with thick silicon beads for maximum helmet grip
- Enlarged face foam with molded characteristics for superior ergonomics and sealing
- Plush triple-layer face foam for maximum comfort
- Next-generation sweat collection management and drainage system
- Hi-flow air intake ports with distribution up and around face foam that aids in superior humidity evacuation
- Optional nose guard for extra protection against snow and debris",,
50007-00006,Snowmobile,#N/A,ARMEGA SNOWMOBILE,Goggle,Goggles,Hard Goods,SP22,"FA22,SP22",Goggle System,Clear,,,Oversized Deep Red,#N/A,FALSE,50007-00006,50007-00006,,,,,,,,,,,,,,100,100,CN,"30.83% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
20.47% Polycarbonate (PC)
15.79% Polyamide Nylon
11.04% Polycarbonate (PC) /Acrylonitrile Butadiene Styrene (ABS)
6.16% Thermoplastic Polyurethane (TPU)/Polycarbonate (PC)/Acrylonitrile Butadiene Styrene (ABS)
5.4% Polyester/Polyether/Fleece
4.82% Polyester
4.7% Elastane
0.47% Ethylene Propylene Diene Monomer (EPDM)
0.33% Aluminum",Introducing a snowmobile goggle that ups the ante. The ARMEGA Snowmobile Goggle combines the pinnacle of vision technology with enhanced features to meet the most demanding conditions. The ARMEGA offers peak performance and comfort that stands up against anything Mother Nature throws at you.  Maximize your goggle arsenal by utilizing the advanced ARMEGA rapid lens changing system and effortlessly swap 100% UltraHD® lenses in a matter of seconds.  The oversized face foam creates an impenetrable layer against your skin keeping you warm in the most frigid conditions.    The ARMEGA Snowmobile Goggle.  See More Of What Matters.,"- Injection-molded, high impact resistant, Ultra HD optically correct lens with integrated 6-point locking tabs for maximum retention
- Full contour lens gasket for a maximum seal against moisture and debris 
- Dual push to lock and lift to release security latches for maximum lens security
- Cutting edge fully bonded dual injection frame for maximum strength and durability
- Ultra-wide 48mm strap with thick silicon beads for maximum helmet grip
- Enlarged face foam with molded characteristics for superior ergonomics and sealing
- Plush triple-layer face foam for maximum comfort
- Next-generation sweat collection management and drainage system
- Hi-flow air intake ports with distribution up and around face foam that aids in superior humidity evacuation
- Optional nose guard for extra protection against snow and debris",,
